ID,URL,Paragraphs
77,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,
78,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,Thank you for your interest in supporting the Wikimedia Foundation. We are not fundraising in your country at this time  but monetary contributions are not your only option for donating to and supporting Wikipedia.
79,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,Wikipedia is a wiki  which means that everyone can edit pages. You don't need to apply or get special permission to join us. At the top of each page is an edit label. Try it  for example  at the Wikipedia sandbox. You don't even need to log in to edit  although creating an account gives you more options and helps you keep track of your contributions. There is no central editorial board; all edits are made by individual members of the Wikipedia community. For more information  please see the introduction.
80,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,If you have any further questions regarding Wikipedia or editing  please contact infowikimedia.org. This email address is answered by longtime project participants who have vast experience in Wikipedia-related issues.
81,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,Thanks again for your interest  and we hope you join us!
82,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,
83,https://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en,
84,https://en.wikipedia.org/wiki/Car/wiki/Help:Contents,Other reasons this message may be displayed:
85,https://en.wikipedia.org/wiki/Car/wiki/Help:Introduction,Other reasons this message may be displayed:
86,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:Community_portal,Other reasons this message may be displayed:
87,https://en.wikipedia.org/wiki/Car/wiki/Special:RecentChanges,Other reasons this message may be displayed:
88,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:File_upload_wizard,Other reasons this message may be displayed:
89,https://en.wikipedia.org/wiki/Car/wiki/Main_Page,Other reasons this message may be displayed:
90,https://en.wikipedia.org/wiki/Car/wiki/Special:Search,Other reasons this message may be displayed:
91,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:CreateAccount&returnto=Car%2Fwiki%2FCar,Other reasons this message may be displayed:
92,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:UserLogin&returnto=Car%2Fwiki%2FCar,Other reasons this message may be displayed:
93,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:CreateAccount&returnto=Car%2Fwiki%2FCar,Other reasons this message may be displayed:
94,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:UserLogin&returnto=Car%2Fwiki%2FCar,Other reasons this message may be displayed:
95,https://en.wikipedia.org/wiki/Car/wiki/Help:Introduction,Other reasons this message may be displayed:
96,https://en.wikipedia.org/wiki/Car/wiki/Special:MyContributions,Other reasons this message may be displayed:
97,https://en.wikipedia.org/wiki/Car/wiki/Special:MyTalk,Other reasons this message may be displayed:
98,https://en.wikipedia.org/wiki/Car/w/index.php?title=Car/wiki/Car&action=edit&redlink=1,Other reasons this message may be displayed:
99,https://en.wikipedia.org/wiki/Car/w/index.php?title=Talk:Car/wiki/Car&action=edit&redlink=1,Other reasons this message may be displayed:
100,https://en.wikipedia.org/wiki/Car/wiki/Special:WhatLinksHere/Car/wiki/Car,Other reasons this message may be displayed:
101,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:File_Upload_Wizard,Other reasons this message may be displayed:
102,https://en.wikipedia.org/wiki/Car/wiki/Special:SpecialPages,Other reasons this message may be displayed:
103,https://en.wikipedia.org/wiki/Carjavascript:print();,Other reasons this message may be displayed:
104,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FCar%2Fwiki%2FCar,Other reasons this message may be displayed:
105,https://en.wikipedia.org/wiki/Car/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FCar%2Fwiki%2FCar,Other reasons this message may be displayed:
106,https://en.wikipedia.org/wiki/Car/wiki/Special:SiteMatrix,Other reasons this message may be displayed:
107,https://en.wiktionary.org/wiki/Special:Search/Car/wiki/Car,See whether another page links to Car/wiki/Car. Or  try searching the site using Google  DuckDuckGo  or your preferred search engine.You may create the page Car/wiki/Car on a blank page  request its creation  or create it using the New Entry Creator!
108,https://en.wiktionary.org/wiki/Special:Search/Car/wiki/Car,
109,https://en.wiktionary.org/wiki/Special:Search/Car/wiki/Car,If you have time  leave us a note.
110,https://en.wikibooks.org/wiki/Special:Search/Car/wiki/Car,The Wikibooks community is developing a policy on the use of generative AI. Please review the draft policy and provide feedback on its talk page.
111,https://en.wikibooks.org/wiki/Special:Search/Car/wiki/Car,You can also search for Car/wiki/Car at Wikipedia or Wikiversity  learn how to search  or browse all books.
112,https://en.wikiquote.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
113,https://en.wikisource.org/wiki/Special:Search/Car/wiki/Car,Wikisource recommends that users of this site amend their default search preferences.  We recommend that you use the setting
114,https://en.wikisource.org/wiki/Special:Search/Car/wiki/Car,This setting allows searching subpages and redirects for your search term.
115,https://en.wikisource.org/wiki/Special:Search/Car/wiki/Car,Wikisource reproduces many fiction and non-fiction works using content in subpages  placed under the title page of the work. This can include poetry  essays  biographical and scientific articles  etc. For this reason  your search term may not display or may not be prioritised if you use the default search setting.
116,https://en.wikisource.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
117,https://en.wikiversity.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
118,https://commons.wikimedia.org/wiki/Special:Search/Car/wiki/Car,
119,https://commons.wikimedia.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki!
120,https://commons.wikimedia.org/wiki/Special:Search/Car/wiki/Car,
121,https://commons.wikimedia.org/wiki/Special:Search/Car/wiki/Car,Will only search in the language you choose.
122,https://en.wikivoyage.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
123,https://en.wikinews.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
124,https://www.wikidata.org/wiki/Special:Search/Car/wiki/Car,To search for Wikidata items by their title on a given site  use Special:ItemByTitle.
125,https://www.wikidata.org/wiki/Special:Search/Car/wiki/Car,
126,https://species.wikimedia.org/wiki/Special:Search/Car/wiki/Car,Create the page Car/wiki/Car on this wiki! See also the search results found.
127,https://en.wikipedia.org/w/index.php?search=Car%2Fwiki%2FCar&title=Special%3ASearch&fulltext=1,The page Car/wiki/Car does not exist. You can create a draft and submit it for review or request that a redirect be created  but consider checking the search results below to see whether the topic is already covered.
128,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:User_access_levels#Autoconfirmed_users,Other reasons this message may be displayed:
129,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:Article_wizard,Other reasons this message may be displayed:
130,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:Requested_articles,Other reasons this message may be displayed:
131,https://en.wikipedia.org/w/index.php?search=Car%2Fwiki%2FCar&title=Special%3ASearch&fulltext=1&ns0=1,The page Car/wiki/Car does not exist. You can create a draft and submit it for review or request that a redirect be created  but consider checking the search results below to see whether the topic is already covered.
132,https://en.wikipedia.org/wiki/Car/wiki/Special:WhatLinksHere/Car/wiki/Car,Other reasons this message may be displayed:
133,https://en.wikipedia.org/wiki/Car/wiki/Special:Purge/Car/wiki/Car,Other reasons this message may be displayed:
134,https://en.wikipedia.org/wiki/Car/wiki/Case_sensitivity,Other reasons this message may be displayed:
135,https://en.wikipedia.org/w/index.php?search=Car%2Fwiki%2FCar&title=Special%3ASearch&fulltext=1,The page Car/wiki/Car does not exist. You can create a draft and submit it for review or request that a redirect be created  but consider checking the search results below to see whether the topic is already covered.
136,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:Redirect,Other reasons this message may be displayed:
137,https://en.wikipedia.org/w/index.php?title=Special:Log/delete&page=Car/wiki/Car,Below is a list of recent deletions and restorations.
138,https://en.wikipedia.org/w/index.php?title=Special:Log/delete&page=Car/wiki/Car,If a page you created or a file you uploaded has been deleted  and you wish to know why  see Wikipedia:Why was the page I created deleted?
139,https://en.wikipedia.org/w/index.php?title=Special:Log/delete&page=Car/wiki/Car,Administrators can search for partial titles at Special:Undelete. Others can request help with {{Admin help}}.
140,https://en.wikipedia.org/w/index.php?title=Special:Log/delete&page=Car/wiki/Car,No matching items in log.
141,https://en.wikipedia.org/wiki/Car/wiki/Wikipedia:Why_was_the_page_I_created_deleted%3F,Other reasons this message may be displayed:
142,https://en.wikipedia.org/wiki/Car/wiki/Car,Other reasons this message may be displayed:
143,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,It may not be circumvented  eroded  or ignored by Wikimedia Foundation officers or staff nor local policies of any Wikimedia project.
144,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Because we believe that you should not have to provide personal information to participate in the free knowledge movement  you may:
145,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Because we want to understand how Wikimedia Sites are used so we can make them better for you  we collect some information when you:
146,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We are committed to:
147,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Be aware:
148,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
149,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
150,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,The Wikimedia Foundation is the nonprofit organization that operates collaborative  free knowledge websites  like Wikipedia  Wikimedia Commons  and Wiktionary.
151,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,This Policy explains how we collect  use  and share your Personal Information.
152,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,By using Wikimedia Sites  you consent to this Policy.
153,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,The Wikimedia movement is founded on a simple  but powerful principle: we can do more together than any of us can do alone. We cannot work collectively without gathering  sharing  and analyzing information about our users as we seek new ways to make the Wikimedia Sites more usable  safer  and more beneficial.
154,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We believe that information-gathering and use should go hand-in-hand with transparency. This Privacy Policy explains how the Wikimedia Foundation  the non-profit organization that hosts the Wikimedia Sites  like Wikipedia  collects  uses  and shares information we receive from you through your use of the Wikimedia Sites. It is essential to understand that  by using any of the Wikimedia Sites  you consent to the collection  transfer  processing  storage  disclosure  and use of your information as described in this Privacy Policy. That means that reading this Policy carefully is important.
155,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We believe that you should not have to provide nonpublic Personal Information to participate in the free knowledge movement. You do not have to provide things like your real name  address  or date of birth to sign up for a standard account or contribute content to the Wikimedia Sites.
156,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We do not sell or rent your Personal Information  nor do we give it to others to sell you anything. We use it to figure out how to make the Wikimedia Sites more engaging and accessible  to see which ideas work  and to make learning and contributing more fun. Put simply: we use this information to make the Wikimedia Sites better for you.
157,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,After all  it is people like you  the champions of free knowledge  who make it possible for the Wikimedia Sites to not only exist  but also grow and thrive.
158,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
159,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We recognize that only a minority of you are familiar with technical terms like tracking pixels and cookies used in the Privacy Policy.
160,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Whether you are brand new to privacy terminology or you are an expert who just wants a refresher  you might find our Glossary of Key Terms helpful.
161,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Because everyone (not just lawyers) should be able to easily understand how and why their information is collected and used  we use common language instead of more formal terms throughout this Policy. To help ensure your understanding of some particular key terms  here is a table of translations:
162,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
163,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
164,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Except as explained below  this Privacy Policy applies to our collection and handling of information about you that we receive as a result of your use of any of the Wikimedia Sites. This Policy also applies to information that we receive from our partners or other third parties. To understand more about what this Privacy Policy covers  please see below.
165,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,For the sake of clarity  this Privacy Policy covers  regardless of language:
166,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,This Privacy Policy  however  does not cover some situations where we may gather or process information. For example  some uses may be covered by separate privacy policies (like those of the Wikimedia Shop) or sites or services run by third parties (such as third-party developer projects on Wikimedia Cloud Services). To understand more about what this Privacy Policy does not cover  please see below.
167,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
168,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,This section is part of the Privacy Policy and is meant to explain in detail which situations are not covered by our Privacy Policy.
169,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Sometimes  volunteers may place a data-collecting tool  such as a script  gadget  tracking pixel  or share button  on a Wikimedia Site without our knowledge. This Policy does not cover how third parties handle the information they receive as a result of such a tool. If you come across such a third-party tool  and you believe it violates this Policy  you can remove the tool yourself  or report it to privacy[at]wikimedia.org so we can investigate.
170,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Where community policies govern information  such as the CheckUser policy  the relevant community may add to the rules and obligations set out in this Policy. However  they are not permitted to create new exceptions or otherwise reduce the protections offered by this Policy.
171,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
172,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
173,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
174,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Whatever you post on Wikimedia Sites can be seen and used by everyone.
175,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,When you make a contribution to any Wikimedia Site  including on user or discussion pages  you are creating a permanent  public record of every piece of content added  removed  or altered by you. The page history will show when your contribution or deletion was made  as well as your username (if you are signed in) or your IP address (if you are not signed in). We may use your public contributions  either aggregated with the public contributions of others or individually  to create new features or data-related products for you or to learn more about how the Wikimedia Sites are used  as further explained below in the How We Use Information We Receive From You section of this Privacy Policy.
176,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Unless this Policy says otherwise  you should assume that information that you actively contribute to the Wikimedia Sites  including Personal Information  is publicly visible and can be found by search engines. Like most things on the Internet  anything you share may be copied and redistributed throughout the Internet by other people. Please do not contribute any information that you are uncomfortable making permanently public  like revealing your real name or location in your contributions.
177,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,You should be aware that specific data made public by you or aggregated data that is made public by us can be used by anyone for analysis and to infer further information  such as which country a user is from  political affiliation and gender.
178,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
179,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,You do not need to create an account to use any Wikimedia Site.
180,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,If you do create an account  you do not need to give us your name or email address (although you can if you choose to  such as for the Email this user feature for example).
181,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,If you do not create an account  your contributions will be publicly attributed to your IP address.
182,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Want to create an account? Great! Do not want to create an account? No problem!
183,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,You are not required to create an account to read or contribute to a Wikimedia Site  except under rare circumstances. However  if you contribute without signing in  your contribution will be publicly attributed to the IP address associated with your device.
184,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,If you want to create a standard account  in most cases we require only a username and a password. However  if you choose not to provide an email address  we cannot help you recover your password.
185,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Your username will be publicly visible  so please be careful about revealing your real name or other Personal Information in your username. Your password is only used to verify that the account is yours. Your IP address is also automatically submitted to us  and we record it temporarily. This is to protect Wikimedia users and project content; in the event of abuse  IP addresses may be associated with usernames as part of an investigation. No other Personal Information is required: no name  no email address  no date of birth  and no credit card information.
186,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Once created  user accounts cannot be removed entirely (although you can usually hide the information on your user page if you choose to). This is because your public contributions must be associated with their author (you!). In some circumstances  the Wikimedia communities can assist users with removing additional information related to their account from the projects.
187,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,To gain a better understanding of the demographics of our users  to localize our services and to learn how we can improve our services  we may ask you for more demographic information  such as gender or age  about yourself. We will tell you if such information is intended to be public or private  so that you can make an informed decision about whether you want to provide us with that information. Providing such information is always completely optional. If you do not want to  you do not have to—it is as simple as that.
188,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
189,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
190,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Some features we offer work better if we know what area you are in.
191,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,If you consent  we can use GPS (and other technologies commonly used to determine location) to show you more relevant content. We keep information obtained by these technologies confidential  except as provided in this Policy. You can learn more by checking out the list of examples of how we use these technologies in our FAQ.
192,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
193,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Sometimes  we automatically receive location data from your device. For example  if you want to upload a photo on the Wikimedia Commons mobile app  we may receive metadata  such as the place and time you took the photo  automatically from your device. Please be aware that  unlike location information collected using GPS signals described above  the default setting on your mobile device typically includes the metadata in your photo or video upload to the Wikimedia Sites. If you do not want metadata sent to us and made public at the time of your upload  please change your settings on your device.
194,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
195,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Finally  when you visit any Wikimedia Site  we automatically receive the IP address of the device (or your proxy server) you are using to access the Internet  which could be used to infer your geographical location.
196,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
197,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We use certain technologies to collect information about how you use Wikimedia Sites.
198,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Like other websites  we receive some information about you automatically when you visit the Wikimedia Sites.
199,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We also use a variety of commonly-used technologies  like cookies  to collect information regarding how you use the Wikimedia Sites  make our services safer and easier to use  and to help create a better and more customizable experience for you.
200,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We want to make the Wikimedia Sites better for you by learning more about how you use them. Examples of this might include how often you visit the Wikimedia Sites  what you like  what you find helpful  how you get to the Wikimedia Sites  and whether you would use a helpful feature more if we explained it differently. We also want this Policy and our practices to reflect our community's values. For this reason  we keep information related to your use of the Wikimedia Sites confidential  except as provided in this Policy.
201,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
202,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Because of how browsers work  we receive some information automatically when you visit the Wikimedia Sites. This includes when you use an online tool on a third-party site that loads information coming from the Wikimedia Sites. This information includes the type of device you are using (possibly including unique device identification numbers  for some beta versions of our mobile applications)  the type and version of your browser  your browser's language preference  the type and version of your device's operating system  in some cases the name of your internet service provider or mobile carrier  the website that referred you to the Wikimedia Sites  which pages you request and visit  and the date and time of each request you make to the Wikimedia Sites.
203,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Put simply  we use this information to enhance your experience with Wikimedia Sites. For example  we use this information to administer the sites  provide greater security  and fight vandalism; optimize mobile applications  customize content and set language preferences  test features to see what works  and improve performance; understand how users interact with the Wikimedia Sites  track and study use of various features  gain understanding about the demographics of the different Wikimedia Sites  and analyze trends.
204,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
205,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We use a variety of commonly-used technologies  like cookies  to understand how you use the Wikimedia Sites  make our services safer and easier to use  and to help create a better and more customizable experience for you.
206,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We actively collect some types of information with a variety of commonly-used technologies. These generally include tracking pixels  JavaScript  and a variety of locally stored data technologies  such as cookies and local storage. These types of technologies may also be used in online tools on a third-party site that loads information from the Wikimedia Sites. We realize that some of these technologies do not have the best reputation in town and can be used for less-than-noble purposes. So we want to be as clear as we can about why we use these methods and the type of information we collect with them.
207,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Depending on which technology we use  locally stored data may include text  Personal Information (like your IP address)  and information about your use of the Wikimedia Sites (like your username or the time of your visit). See below for more information.
208,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We use this information to make your experience with the Wikimedia Sites safer and better  to gain a greater understanding of user preferences and their interaction with the Wikimedia Sites  and to generally improve our services. We will never use third-party cookies  unless we get your permission to do so. If you ever come across a third-party data collection tool that has not been authorized by you (such as one that may have been mistakenly placed by another user or administrator)  please report it to us at privacy@wikimedia.org.
209,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Locally stored data  JavaScript  and tracking pixels help us do things like:
210,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Want to know even more? You can read more about some of the specific cookies we use  when they expire  and what we use them for in our FAQ.
211,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We believe this data collection helps improve your user experience  but you may remove or disable some or all locally stored data through your browser settings  depending on your browser. You can learn more about some options you have in our FAQ. While locally stored data may not be necessary to use our sites  some features will not function properly if you disable locally stored data.
212,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,While the examples above concerning information about you collected through the use of data collection tools are kept confidential in accordance with this Policy  please note that some information about the actions taken by your username is made publicly available through public logs alongside actions taken by other users. For example  a public log may include the date your account was created on a Wikimedia Site along with the dates that other accounts were created on a Wikimedia Site.
213,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
214,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We and our service providers use your information for the legitimate purpose of pursuing our charitable mission  including:
215,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We engage in these activities to manage our relationship with you  because we have a legitimate interest and/or to comply with our legal obligations.
216,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We will customize the Services  in some instances  with your consent; or in keeping with our legitimate interest.
217,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
218,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We will send these types of emails to you only with your consent except as otherwise permitted by applicable law. We do not sell  rent  or use your email address to advertise third-party products or services to you. You can manage what kinds of notifications you receive and how often you receive them by going to your Notifications Preferences and User profile. You can learn more about email and notifications and how to change your preferences in our FAQ.
219,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
220,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We will always tell you  at the time we give you an opportunity to share your thoughts  how we plan on using your answers and any Personal Information you provide.
221,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,Your responses to our surveys and feedback requests are always optional. We will email these types of requests to you only with your consent except as otherwise permitted by applicable law. You can manage what kinds of notifications you receive and how often you receive them by going to your Notifications Preferences and User profile. You can learn more about email and notifications and how to change your preferences in our FAQ.
222,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We engage in these activities to further our legitimate interest and/or to comply with our legal obligations.
223,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
224,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,As stated above  we can use commonly-used location technologies to show you more relevant content. For example  our mobile apps can identify articles from the Wikimedia sites about points of interest near your location. As a reminder  you can consent to and/or deactivate our access to these location technologies at any time for example through the native OS functionalities on your mobile device  and still use the Wikimedia Sites.
225,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,As stated above  we may automatically receive location data from your device. For example  if you upload a photo using the Wikimedia Commons mobile app  please be aware that the default setting on your mobile device typically results in the metadata associated with your photo being included in the upload. As a reminder  if you do not want metadata sent to us and made public at the time of your upload  please change your settings on your device.
226,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,When you visit any Wikimedia Site  we automatically receive the IP address of the device (or your proxy server) you are using to access the Internet  which could be used to infer your geographical location. We keep IP addresses confidential  except as provided in this Policy. If you are visiting Wikimedia Sites with your mobile device  we may use your IP address to provide anonymized or aggregated information to service providers regarding the volume of usage in certain areas.
227,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We use this location information to make your experience with the Wikimedia Sites safer and better  to gain a greater understanding of user preferences and their interaction with the Wikimedia Sites  and to generally improve our services. For example  we use this information to provide greater security  optimize mobile applications  and learn how to expand and better support Wikimedia communities. We also use Personal Information in the manner described in the sections of this Policy titled For Legal Reasons and To Protect You  Ourselves & Others.
228,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
229,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
230,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We use and share your Personal Information when you give us specific permission to do so  for legal reasons  and in the other circumstances described below.
231,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
232,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We share your Personal Information for a particular purpose  if you agree. For example  if you receive a scholarship and we ask permission to share your Personal Information with a local chapter. You can find more information in the list of examples in our FAQ.
233,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,
234,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy,We will disclose your Personal Information to public authorities or other persons in response to an official legal process only if we believe it to be legally valid. See also our Requests for user information procedures and guidelines. We will notify you of such requests when possible. We do so to further our legitimate interest and/or to comply with our legal obligations.
